ID,TEMA,LOCAL,TEMPO,CATEGORIA,STATUS,DESCRICAO,URL,ANO,MES,DIA,DIA_DO_ANO,SEMANA_DO_ANO,DIA_DA_SEMANA,TRIMETRES,CASOS
 149490335,TEMPO DE ATENDIMENTO ,Recife - PE,2022-01-09,Demora na execução<->Plano<->Planos de Saúde<->Hapvida Saúde,Não respondida,"Acabei de sair de uma urgência por causa de atendimento péssimo, na verdade um atendimento que não existiu, porque eu desisti.Minha 1 vez na urgência, gente mais de 3 horas esperando para ser atendido. Se fosse para morrer já tava morta. Nem na UPA eu nunca esperei tanto para ser atendida e receber medicação, plano que está ficando de pessima qualidade. EU VOU PROCURAR CANCELAR. Porque é ruim a emergência é ruim para marcar consulta, Deus me livre. Quando você tem a sorte de ser atendida 50% dos médicos parece que não sabe o que tá fazendo. ISSO É REVOLTANTE. ",https://www.reclameaqui.com.br//hapvida-saude/tempo-de-atendimento_2DN8tp8TtRnA6MpZ/,2022,1,9,9,1,6,1,66
 149499817,Hapvida não tem nutrólogo ,Salvador - BA,2022-01-09,Planos de saúde<->Qualidade do serviço prestado<->Planos de Saúde<->Hapvida Saúde,Não respondida,"O Hapvida diz que fornece o serviço de nutrólogo e quando vamos marcar pelo App só anda em atualização e os números de telefone de clínicas que presta serviços não está atendendo nutrólogo, se não tem o serviço pra que coloca afff ",https://www.reclameaqui.com.br//hapvida-saude/hapvida-nao-tem-nutrologo_E3k6gyU9Q-rhRaP6/,2022,1,9,9,1,6,1,66
 149498293,Descaso de tratamento de Hemodiálise,Olinda - PE,2022-01-09,"Demora para autorização de consultas, exames e cirurgias<->Planos de Saúde<->Rede de Atendimento<->Hapvida Saúde",Respondida,"Meu irmão Wagner Santiago, estava internado devido há umas complicações renais e de diabétes. Necessita fazer hemodiálise 3 vezes na semana, foi dá entrada hj para começar o procedimento no atendimento da Hapvida na rua Barão de Itamaracá e pediram para ele esperar uma resposta no período de 10 dias. Isso é inadmissível pois o mesmo não pode ficar sem as secções, a última foi feita na terça feira ainda internado então no máximo seria para já fazer a próxima amanhã 02/09/2022. Como meu irmão vai ficar sem fazer hemodiálise durante 10 dias? Preciso urgente de ajuda o caso dele é muito sério. ",https://www.reclameaqui.com.br//hapvida-saude/descaso-de-tratamento-de-hemodialise_q3aAqJM4xaUOifnc/,2022,1,9,9,1,6,1,66
 149495455,DESORGANIZAÇÃO E FALTA DE RESOLUÇÃO DE PROBLEMA,Goiânia - GO,2022-01-09,Demora na execução<->Planos de saúde<->Planos de Saúde<->Hapvida Saúde,Não respondida,"Agendei pelo chat um procedimento onde fui bem clara e expliquei detalhadamente todas as orientações do médico solicitante do procedimento, pois bem, chegando hoje na data e horário marcado pelo próprio atendente fui informada que não estava marcada, e que teria que remarcar novamente, pra dia 26/10 quase 60 dias depois. Visto que pago quase 1.000,00 todo mês de plano e quando preciso de um simples procedimento por erro de informações e orientações corretas tenho que esperar 60 dias, fora o prazo que venho já aguardando pra fazer o procedimento, que segundo o próprio medico solicitante é algo simples.Outro problema é que há algum tempo tenho um aumento significativo de astigmatismo onde já estou com 4 graus de astigmatismo e 0,75 de miopia em um dos olhos, solicitei ao DR a cirurgia refrativa e fui informada que o plano não cobre devido não ter quase nada de miopia. Ou seja tenho que esperar a cada consulta aumentar mais o grau?Como assim, pago plano à anos e um valor alto e o plano não cobre a cirurgia refrativa?Totalmente decepcionada com Hapvida, não indico pra mais ninguém.",https://www.reclameaqui.com.br//hapvida-saude/desorganizacao-e-falta-de-resolucao-de-problema_hIE2j7PVpDtDYB_Y/,2022,1,9,9,1,6,1,66
 149495285,Liberação de Procedimento ,Fortaleza - CE,2022-01-09,Planos de saúde<->Planos de Saúde<->Hapvida Saúde<->Dificuldade para agendamento de exames-consultas,Respondida,Paguei fatura do plano em atraso e tal atraso é devido a imensa burocracia de mudança de dia de vencimento. Necessito liberação para autorizar e realizar consulta do meu filho que é autista e necessita de (terapia ocupacional e outras consultas e o plano pede pra aguardar 72h apos pagamento?? Difícil dessa forma.,https://www.reclameaqui.com.br//hapvida-saude/liberacao-de-procedimento_VC35XyUcYRrzoOKK/,2022,1,9,9,1,6,1,66
 149494731,FALTA DE ESTRUTURA,Salvador - BA,2022-01-09,Banheiro<->Problemas de infraestrutura<->Não encontrei meu problema<->Hapvida Saúde,Respondida,"MEU ESPOSO TINHA ENDOSCOPIA MARCADA HOJE (01/09/22) AS 7:40H NA SEDE DA LUCAIA, FUI COMO ACOMPANHANTE POIS O MESMO, SERIA SEDADO PRA EFETUAR O PROCEDIMENTO E NÃO ME FOI PERMITIDO ESTACIONAR NO ESTABELECIMENTO DA CLINICA QUE POSSUI VAGAS MAS, SEGUNDO O SEGURANÇA SÓ PARA IDOSOS E MEDICOS. AGORA EU PERGUNTO, COMO COLOCAM UMA CLINICA PRA FAZER ESSE TIPO DE PROCEDIMENTO EM UMA VIA QUE NÃO POSSUI ESTACIONAMENTO OU QUALQUER OUTRO LOCAL PERTO E, COMO EU IRIA SAIR COM UM HOMEM SEDADO PELAS VIAS ATÉ ONDE TIVESSE COLOCADO O CARRO? ACHEI UMA FALTA DE EMPATIA E RESPEITO COM SEUS ASSOCIADOS. DEMOS DUAS VOLTAS NO QUARTEIRÃO PROCURANDO ALGUM LOCAL PARA ESTACIONAR E O MESMO NÃO FOI ENCONTRADO OU SEJA, MEU MARIDO NÃO FEZ O EXAME E TENHO CERTEZA QUE O PROBLEMA IRÁ CONTINUAR PORQUE, ESSA EMPRESA NÃO ESTÁ NEM AI, SÓ INTERESSA QUE O SEU PAGAMENTO ESTEJA FEITO. ",https://www.reclameaqui.com.br//hapvida-saude/falta-de-estrutura_Qtj4YQVeyfzC43Sd/,2022,1,9,9,1,6,1,66
 149493275,"Hapvida cobrando coparticipação de pré natal, não cumpre com determinação da ANS.",São Paulo - SP,2022-01-09,Planos de saúde<->Cobrança indevida<->Planos de Saúde<->Hapvida Saúde,Não respondida,"Eu irei passar toda a minha gestação praticamente sem receber salário pois a hapvida está me cobrando coparticipação absurda sobre minhas consultas e meus exames de pré natal. De acordo com a ANS é PROIBIDO cobranças sobre consultas e exames de pré natal. Próximo mês virá descontando 300,00 de coparticipação. Já falei com a empresa que não irei pagar e me informaram que eu teria que falar direto com o hapvida, ligo lá e ninguém sabe me da essa informação. Irei procurar um defensor público pra ele pedir o ressarcimento de tudo que vinher me cobrando de coparticipação durante minha gestação. Vocês estão comentando um [Editado pelo Reclame Aqui] e eu irei atrás dos meus direitos, se for pra tá pagando um absurdo de coparticipação é muito melhor fazer meu acompanhamento pelo sus. Eles nos disponibiliza um plano de Saúde com descontos altíssimos que é pra não usar mesmo.",https://www.reclameaqui.com.br//hapvida-saude/hapvida-cobrando-coparticipacao-de-pre-natal-nao-cumpre-com-determinacao-d_VyndT_hYaVsvRIm0/,2022,1,9,9,1,6,1,66
 149500357,Revoltada ,Salvador - BA,2022-01-09,Plano<->Planos de Saúde<->Qualidade do serviço prestado<->Hapvida Saúde,Resolvido,"Fiquei a mais de 1 mês aguardando a consulta para minha filha de 1 ano e 11 meses para Fonoterapia,que estava agendada para 02.09.2022. Entraram em contato cancelando o atendimento,não remarcaram e quando tento remarcar,informa que só tem vaga para Novembro,isso é um absurdo. Aí fui informada que se não quisesse a vaga teria que ficar entrando em contato todos os dias para ver se encontro vaga mais próxima. Falta de respeito com os segurados do plano.",https://www.reclameaqui.com.br//hapvida-saude/revoltada_LJJMhkI8otc6HfBT/,2022,1,9,9,1,6,1,66
 149491487,Aumento do Plano!,Salvador - BA,2022-01-09,Planos de saúde<->Reajuste abusivo<->Planos de Saúde<->Hapvida Saúde,Não respondida,"Boa tarde, site tem várias promoções para clientes de novos contratos do plano de saúde, mas para minha mãe que é uma cliente antiga e que paga sempre antes da data de vencimento, não tem nenhum tipo de promoção ou redução, gostaria de saber se é possível algum tipo de desconto para uma cliente tão antiga e que paga tão bem. Com todas as dificuldades financeiras que passamos e que o Brasil passa. Gostaria de ter acesso a informações do contrato dela e se esses ajustes de valor são de fato corretos. ",https://www.reclameaqui.com.br//hapvida-saude/aumento-do-plano_l0Iz1G8WGWQIv6s9/,2022,1,9,9,1,6,1,66
 149484689,Atraso na entrega do exame ,Salvador - BA,2022-01-09,Exames Lab e imagens<->Atraso na entrega dos resultados<->Não encontrei meu problema<->Hapvida Saúde,Respondida,"Residimos na cidade de Feira de Santana e meu esposo Amilton terá que fazer um procedimento cirúrgico que só faz em Salvador. Viajamos dia 17/08 pra fazer a consulta com o profissional e ele pediu alguns  exames e depois retornar lá dia 08/09 pra mostrar os resultados e também se consultar com anestesista Ele fez os exames de sangue no dia seguinte 18/08 e a previsão de entrega era pra o dia 05/09 .. no dia 25/08 por curiosidade acessando o site pra ver se o resultado estava pronto ficamos sabendo que ele teria que retornar pra fazer nova coleta ( sendo que ninguém fez contato , ninguém mandou e-mail, nada . Ele foi no dia seguinte 26/08 fez a coleta e disseram que o prazo era o mesmo 05/09 .. Hoje para nossa surpresa ao acessar o site estava novamente constando a informação de necessidade de nova coleta . Meu esposo foi la completamente estressado pois teve que sair do trabalho e se deslocar até o centro da cidade . Chegando lá falou com o setor responsável e informaram pra ele que o resultado só vai ficar pronto no dia 16/09 .. absurdo e inaceitável  (um mês depois)Só que o retorno ao médico e a consulta com anestesista está marcada para 08/09 em salvador  - 112 km de distância de onde moramos  Peço providências e agilidade na entrega de uma única coleta refeita dia 26/08 pois todos os outros exames já estão prontos  Aguardo um retorno o quanto antes ",https://www.reclameaqui.com.br//hapvida-saude/atraso-na-entrega-do-exame_wLRkjfK8YqU4cJAV/,2022,1,9,9,1,6,1,66
